domain,mode,condition,goal_reached,convo_length,average_search_time,number_jumps,number_redundant
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,5,0.03,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,6,0.03,0,0
bartender,dynamic,none,TRUE,6,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,none,TRUE,6,0.03,0,0
bartender,dynamic,none,TRUE,5,0.03,0,0
bartender,dynamic,none,TRUE,5,0.04,0,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.03,1,0
bartender,dynamic,one,TRUE,3,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,2,0
bartender,dynamic,one,TRUE,3,0.03,2,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,3,0.03,2,0
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,3,0.03,1,0
bartender,dynamic,one,TRUE,5,0.05,1,1
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,1
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.03,1,1
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,3,0.04,1,1
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,1
bartender,dynamic,one,TRUE,4,0.06,1,0
bartender,dynamic,one,TRUE,3,0.03,2,0
bartender,dynamic,one,TRUE,4,0.04,1,1
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,1
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,1,1
bartender,dynamic,one,TRUE,3,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,5,0.04,0,0
bartender,dynamic,one,TRUE,5,0.03,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,3,0.04,1,0
bartender,dynamic,one,TRUE,3,0.03,2,0
bartender,dynamic,one,TRUE,6,0.04,0,0
bartender,dynamic,one,TRUE,5,0.03,1,0
bartender,dynamic,one,TRUE,4,0.04,1,1
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,1
bartender,dynamic,one,TRUE,3,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,1
bartender,dynamic,one,TRUE,3,0.04,1,0
bartender,dynamic,one,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,2,0
bartender,dynamic,two,TRUE,2,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,2,0
bartender,dynamic,two,TRUE,3,0.03,1,1
bartender,dynamic,two,TRUE,2,0.03,1,0
bartender,dynamic,two,TRUE,3,0.04,2,0
bartender,dynamic,two,TRUE,3,0.03,1,0
bartender,dynamic,two,TRUE,4,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,2,0
bartender,dynamic,two,TRUE,4,0.04,1,1
bartender,dynamic,two,TRUE,5,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,2,0
bartender,dynamic,two,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,5,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,4,0.04,1,0
bartender,dynamic,two,TRUE,5,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,5,0.04,2,1
bartender,dynamic,two,TRUE,2,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,4,0.06,1,2
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,2,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,4,0.03,1,0
bartender,dynamic,two,TRUE,3,0.03,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,two,TRUE,3,0.03,1,1
bartender,dynamic,two,TRUE,3,0.04,2,0
bartender,dynamic,two,TRUE,4,0.04,1,1
bartender,dynamic,two,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,4,0.04,1,2
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,3,0.04,2,0
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,5,0.04,1,2
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,4,0.04,1,2
bartender,dynamic,three,TRUE,3,0.04,2,0
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,5,0.04,1,2
bartender,dynamic,three,TRUE,3,0.05,1,0
bartender,dynamic,three,TRUE,2,0.04,2,0
bartender,dynamic,three,TRUE,3,0.04,1,1
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,1
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,2
bartender,dynamic,three,TRUE,2,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,3,0.04,1,0
bartender,dynamic,three,TRUE,4,0.04,1,2
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,6,0.02,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.02,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,5,0.01,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,none,TRUE,6,0.01,0,0
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,7,0.02,0,3
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,7,0.02,0,2
bartender,static,one,TRUE,6,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,4
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,0
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,0
bartender,static,one,TRUE,7,0.01,0,3
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,8,0.02,0,5
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,3
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,1
bartender,static,one,TRUE,7,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,6,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,6,0.02,0,3
bartender,static,one,TRUE,7,0.02,0,3
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,5,0.02,0,1
bartender,static,one,TRUE,5,0.02,0,2
bartender,static,one,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.03,0,2
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,1
bartender,static,two,TRUE,6,0.02,0,4
bartender,static,two,TRUE,7,0.02,0,5
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,7,0.02,0,5
bartender,static,two,TRUE,6,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,6,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,6,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,1
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,1
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,6,0.02,0,4
bartender,static,two,TRUE,7,0.02,0,4
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,6,0.02,0,4
bartender,static,two,TRUE,5,0.02,0,1
bartender,static,two,TRUE,6,0.02,0,3
bartender,static,two,TRUE,5,0.02,0,2
bartender,static,two,TRUE,5,0.02,0,3
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,6,0.02,0,2
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,1
bartender,static,three,TRUE,7,0.02,0,5
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,8,0.02,0,6
bartender,static,three,TRUE,7,0.02,0,5
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,9,0.02,0,7
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,7,0.02,0,5
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,7,0.02,0,5
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,6,0.02,0,4
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,5,0.02,0,3
bartender,static,three,TRUE,7,0.02,0,4
bartender,static,three,TRUE,7,0.02,0,4
bartender,static,three,TRUE,6,0.02,0,2
bartender,static,three,TRUE,5,0.02,0,2
bartender,static,three,TRUE,9,0.02,0,7
bartender,static,three,TRUE,6,0.02,0,2
bartender,static,three,TRUE,6,0.02,0,3
bartender,static,three,TRUE,7,0.02,0,5
bartender,static,three,TRUE,5,0.02,0,3